INFO:root:MachineFrighten is equal to SeparateStiff (k=1.00
INFO:root:InconclusiveGlorious is equal to WantOptimal (k=1.00
INFO:root:VagabondFlock is equal to HarborSalt (k=1.00
INFO:root:StupidFrighten is equal to CartOrder (k=1.00
INFO:root:GrandfatherSearch is equal to KnowledgeBurly (k=1.00
INFO:root:CollectBalance is equal to ConfusedUnwritten (k=1.00
INFO:root:WaitingStory is equal to BasketPanicky (k=1.00
INFO:root:PanoramicEdge is equal to CalculatorSlip (k=1.00
INFO:root:CurvedChickens is equal to SweaterUsed (k=1.00
INFO:root:RightfulJumbled is equal to TastelessGruesome (k=1.00
INFO:root:MouseLamentable is equal to BeliefBirds (k=1.00
INFO:root:ScissorsCrowded is equal to InjureSki (k=1.00
INFO:root:IgnorantNaive is equal to WingBathe (k=1.00
INFO:root:OnerousBirds is equal to StickPipka (k=1.00
INFO:root:LetterThird is equal to NearFrail (k=1.00
INFO:root:GruesomeLamp is equal to EasyExplain (k=1.00
INFO:root:TiresomeFragile is equal to BehaviorHalf (k=1.00
INFO:root:PaltryDeadpan is equal to LegsSuzuka (k=1.00
INFO:root:LaborerSave is equal to ZippyMilky (k=1.00
INFO:root:ThoughtFrighten is equal to UniqueHusky (k=1.00
INFO:root:SlimLudicrous is equal to PhonePenitent (k=1.00
INFO:root:HuskyHateful is equal to IgnorantBreathe (k=1.00
INFO:root:JellyClass is equal to BrassVagabond (k=1.00
INFO:root:NutBeginner is equal to NotebookBelligerent (k=1.00
INFO:root:NoiselessHistory is equal to UniteSmooth (k=1.00
INFO:root:TransportArm is equal to BashfulPoised (k=1.00
INFO:root:CrowdedFrail is equal to RealCake (k=1.00
INFO:root:EngineHysterical is equal to ShutSave (k=1.00
INFO:root:KotskyCake is equal to SqueamishInvent (k=1.00
INFO:root:BasketDidactic is equal to ZonkedWandering (k=1.00
INFO:root:BashfulPaint is equal to TrembleSerious (k=1.00
INFO:root:SteerDelicate is equal to KittensTedious (k=1.00
INFO:root:ToysSystem is equal to PaintAccurate (k=1.00
INFO:root:ArmyPlough is equal to WeightMatch (k=1.00
INFO:root:PleasantLocket is equal to ColorfulBear (k=1.00
INFO:root:DockBright is equal to RetireDrown (k=1.00
INFO:root:WailSpotless is equal to HobbiesOranges (k=1.00
INFO:root:BoringRomantic is equal to SpotShame (k=1.00
INFO:root:CribOnerous is equal to BeadKneel (k=1.00
INFO:root:WanderEyes is equal to SeriousCart (k=1.00
INFO:root:WhistleLight is equal to CryMilky (k=1.00
INFO:root:ToysCommon is equal to PaintStore (k=1.00
INFO:root:ProgramLunasole is equal to WallDecay (k=1.00
INFO:root:JarVolcano is equal to LackadaisicalFour (k=1.00
INFO:root:DiscussionVolcano is equal to CrashPayment (k=1.00
INFO:root:NarrowImpolite is equal to WateryBirds (k=1.00
INFO:root:SnottyCompany is equal to DoctorDislike (k=1.00
INFO:root:BoundaryCold is equal to NeatLackadaisical (k=1.00
INFO:root:CloisteredDislike is equal to ChivalrousOrder (k=1.00
INFO:root:PearSave is equal to WeightStale (k=1.00
INFO:root:FlowSea is equal to ClassResolute (k=1.00
INFO:root:ConditionWait is equal to AgreeOwn (k=1.00
INFO:root:SenseHeat is equal to IgnorantObtainable (k=1.00
INFO:root:BagCat is equal to TediousMomentous (k=1.00
INFO:root:MetalCareless is equal to ChickensWork (k=1.00
INFO:root:CompetitionInquisitive is equal to ApatheticImportant (k=1.00
INFO:root:SpySugar is equal to AdviseSlip (k=1.00
INFO:root:ImpoliteWoman is equal to SquealZip (k=1.00
INFO:root:RecogniseEyes is equal to AlluringFragile (k=1.00
INFO:root:FlockNeighborly is equal to MoveDock (k=1.00
INFO:root:TediousHour is equal to GroundButter (k=1.00
INFO:root:RightfulCurved is equal to BleachOranges (k=1.00
INFO:root:SleepyMeasure is equal to AuntGlorious (k=1.00
INFO:root:SeaPlease is equal to VeilHumor (k=1.00
INFO:root:AgonizingComparison is equal to DelicateThought (k=1.00
INFO:root:MatchOrdinary is equal to WashKnowledgeable (k=1.00
INFO:root:RoomGovernment is equal to ProseWretched (k=1.00
INFO:root:GreedyRetire is equal to FemaleGrate (k=1.00
INFO:root:SugarClammy is equal to GlamorousAngle (k=1.00
INFO:root:ThickPerform is equal to StaleLarge (k=1.00
INFO:root:WorkHeat is equal to RuddyWeight (k=1.00
INFO:root:ManyBathe is equal to ChubbyHeal (k=1.00
INFO:root:LocketSqueamish is equal to ScratchPowerful (k=1.00
INFO:root:CureDiscussion is equal to DisappearPipka (k=1.00
INFO:root:EnergeticChubby is equal to OnerousLabel (k=1.00
INFO:root:FillCan is equal to DinnerAd (k=1.00
INFO:root:SkinBack is equal to ChubbyCrown (k=1.00
INFO:root:BootTransport is equal to OrdinaryMountain (k=1.00
INFO:root:GirlSpy is equal to VoyageCareless (k=1.00
INFO:root:BabiesZip is equal to AlluringRiver (k=1.00
INFO:root:IncompetentChivalrous is equal to UnequalCrowded (k=1.00
INFO:root:ThickImpolite is equal to ReminiscentFrighten (k=1.00
INFO:root:ToysPayment is equal to ZonkedHose (k=1.00
INFO:root:CuteInjure is equal to HocOpposite (k=1.00
INFO:root:AttractiveLamp is equal to RareProgram (k=1.00
INFO:root:LimitTeaching is equal to LettersDeliver (k=1.00
INFO:root:FlashCheck is equal to SaltDoctor (k=1.00
INFO:root:RobinJumbled is equal to CrownSick (k=1.00
INFO:root:WickedRecognise is equal to AccurateFaint (k=1.00
WARNING:root:Found new class IncreaseBury
WARNING:root:Found new class ThunderSquare
INFO:root:BoundlessWren is similar to PunctureAutomatic with k=0.97
INFO:root:    v_pub                   6	6	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             24	24	0.08333333333333333
INFO:root:    xref_count              26	26	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['-']	0.04444444444444444
INFO:root:    func_arguments          ['-']	[]	0.06666666666666665
WARNING:root:Found new class SparkleUnequal
WARNING:root:Found new class PaltryViolet
WARNING:root:Found new class EggnogHarbor
INFO:root:MemorizeDelicate is similar to RiverPanoramic with k=0.97
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             23	23	0.08333333333333333
INFO:root:    xref_count              2	2	0.08333333333333333
INFO:root:    imports_clean           5	5	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['-']	0.04444444444444444
INFO:root:    func_arguments          ['-']	[]	0.06666666666666665
INFO:root:PipkaSmile is similar to PinusCheck with k=0.97
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             30	30	0.08333333333333333
INFO:root:    xref_count              1	1	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['intArra']	0.04444444444444444
INFO:root:    func_arguments          ['intArra']	[]	0.06666666666666665
WARNING:root:Found new class CrashRare
WARNING:root:Found new class MatchThank
WARNING:root:Found new class ClassHate
INFO:root:AdviseImpartial is similar to PersonFlock with k=0.97
INFO:root:    v_pub                   2	2	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             27	27	0.08333333333333333
INFO:root:    xref_count              3	3	0.08333333333333333
INFO:root:    imports_clean           1	1	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['Byte']	0.04444444444444444
INFO:root:    func_arguments          ['Byte']	[]	0.06666666666666665
INFO:root:BleachIcy is similar to IdentifyOven with k=0.97
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 22	22	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             56	56	0.08333333333333333
INFO:root:    xref_count              72	72	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['-']	0.04444444444444444
INFO:root:    func_arguments          ['-']	[]	0.06666666666666665
INFO:root:CartBreathe is similar to SlowSpoon with k=0.97
INFO:root:    v_pub                   1	1	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             23	23	0.08333333333333333
INFO:root:    xref_count              2	2	0.08333333333333333
INFO:root:    imports_clean           1	1	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['Byte']	0.04444444444444444
INFO:root:    func_arguments          ['Byte']	[]	0.06666666666666665
INFO:root:TrapWhistle is similar to ModernFemale with k=0.97
INFO:root:    v_pub                   1	1	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             17	17	0.08333333333333333
INFO:root:    xref_count              2	2	0.08333333333333333
INFO:root:    imports_clean           1	1	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['Byte']	0.04444444444444444
INFO:root:    func_arguments          ['Byte']	[]	0.06666666666666665
WARNING:root:Found new class ColorClammy
WARNING:root:Found new class SleepyLamp
WARNING:root:Found new class HocMarked
INFO:root:FaithfulDoor is similar to TiresomeUnit with k=0.97
INFO:root:    v_pub                   1	1	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             31	31	0.08333333333333333
INFO:root:    xref_count              2	2	0.08333333333333333
INFO:root:    imports_clean           1	1	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['Byte']	0.04444444444444444
INFO:root:    func_arguments          ['Byte']	[]	0.06666666666666665
WARNING:root:Found new class LackadaisicalSick
WARNING:root:Found new class RetireSpotted
WARNING:root:Found new class CollectFlower
WARNING:root:Found new class PushyBump
INFO:root:BoastProse is similar to BorrowPicture with k=0.97
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             17	17	0.08333333333333333
INFO:root:    xref_count              2	2	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['-']	0.04444444444444444
INFO:root:    func_arguments          ['-']	[]	0.06666666666666665
WARNING:root:Found new class AdventurousAjar
INFO:root:GruesomePicture is similar to OrangesWail with k=0.97
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             18	18	0.08333333333333333
INFO:root:    xref_count              1	1	0.08333333333333333
