INFO:root:Dm_SincereNarrow is equal to Dm_DistroRailway (k=1.00
INFO:root:Dm_ExpansionResolute is equal to Dm_SwankyAunt (k=1.00
INFO:root:Dm_StatementYummy is equal to Dm_EfficientCake (k=1.00
INFO:root:Dm_QueueOrder is equal to Dm_LackadaisicalEasy (k=1.00
INFO:root:Dm_ToeBright is equal to Dm_EasyCalculator (k=1.00
INFO:root:Dm_CheckPoison is equal to Dm_KotskyBalance (k=1.00
INFO:root:Dm_AgreeAdvice is equal to Dm_WaitingMomentous (k=1.00
INFO:root:Dm_CrowdedBrush is equal to Dm_TraceChivalrous (k=1.00
INFO:root:Dm_DinnerNeighborly is equal to Dm_MarkedToe (k=1.00
INFO:root:Dm_HeatBabies is equal to Dm_SootheGround (k=1.00
INFO:root:Dm_ScaleTrap is equal to Dm_QuackJar (k=1.00
INFO:root:Dm_RepulsiveChickens is equal to Dm_LaborerJoyous (k=1.00
INFO:root:Dm_InconclusiveThought is equal to Dm_FaithfulCoal (k=1.00
INFO:root:Dm_TrapWhite is equal to Dm_ImportantCute (k=1.00
INFO:root:Dm_GroundUndress is equal to Dm_AlertEasy (k=1.00
INFO:root:Dm_SickBack is equal to Dm_CrownSeed (k=1.00
INFO:root:Dm_GlowStale is equal to Dm_BreatheKindhearted (k=1.00
INFO:root:Dm_SatisfyHesitant is equal to Dm_KnotSystem (k=1.00
INFO:root:Dm_SpotlessFearful is equal to Dm_MessySound (k=1.00
INFO:root:Dm_CurvedWant is equal to Dm_AccurateTrip (k=1.00
INFO:root:Dm_AirSerious is equal to Dm_ScrawnyStiff (k=1.00
INFO:root:Dm_RubBranch is equal to Dm_BehaviorUninterested (k=1.00
INFO:root:Dm_GeneralJoyous is equal to Dm_RomanticInnate1 (k=1.00
INFO:root:Dm_GreedyUnit is equal to Dm_CherryCrash (k=1.00
INFO:root:Dm_SmileTow is equal to Dm_StripedYummy (k=1.00
INFO:root:Dm_EarHeal is equal to Dm_BurnNotebook (k=1.00
INFO:root:Dm_IllustriousOrange is equal to Dm_BumpHistory (k=1.00
INFO:root:Dm_CheckPaltry is equal to Dm_BaseballBrush (k=1.00
INFO:root:Dm_AbaftWaiting is equal to Dm_JuiceDeliver (k=1.00
INFO:root:Dm_ToySlow is equal to Dm_PurposeAdaptable (k=1.00
INFO:root:Dm_GirlClub is equal to Dm_UnwrittenMarked (k=1.00
INFO:root:Dm_MittenSteer is equal to Dm_AwakeTrap (k=1.00
INFO:root:Dm_BladeOwn is equal to Dm_CarefulFierce (k=1.00
INFO:root:Dm_SpookyDinner is equal to Dm_ShameStatement (k=1.00
INFO:root:Dm_FarmRightful is equal to Dm_StiffRecord (k=1.00
INFO:root:Dm_ChivalrousCollect is equal to Dm_WeightContain (k=1.00
INFO:root:Dm_RabbitsNation is equal to Dm_GrandfatherRiver (k=1.00
INFO:root:Dm_FixCry is equal to Dm_CheckWandering (k=1.00
INFO:root:Dm_RecordWet is equal to Dm_ZooFemale (k=1.00
INFO:root:Dm_CherryTrail is equal to Dm_CryBird (k=1.00
INFO:root:Dm_ImportantFunny is equal to Dm_FitCelery (k=1.00
INFO:root:Dm_AlertBike is equal to Dm_ClassTrousers (k=1.00
INFO:root:Dm_SeedTroubled is equal to Dm_BumpPoised (k=1.00
INFO:root:Dm_ThankRecognise is equal to Dm_LightGrate (k=1.00
INFO:root:Dm_ThrillCart is equal to Dm_WiseCold (k=1.00
INFO:root:Dm_AfterthoughtAlluring is equal to Dm_RailwayWail (k=1.00
INFO:root:Dm_ReminiscentOrder is equal to Dm_ConfusedRecognise (k=1.00
INFO:root:Dm_AlivePlease is equal to Dm_BeadTart (k=1.00
INFO:root:Dm_RarePaint is equal to Dm_NutAdjoining (k=1.00
INFO:root:Dm_UncleFade is equal to Dm_AfternoonPowerful (k=1.00
INFO:root:Dm_TangySmile is equal to Dm_TightfistedMountain (k=1.00
INFO:root:Dm_AngleMark is equal to Dm_ReactionShoe (k=1.00
INFO:root:Dm_MittenTreat is equal to Dm_LunasoleSuper (k=1.00
INFO:root:Dm_JuiceSea is equal to Dm_SistersCracker (k=1.00
INFO:root:Dm_LaughableBurn is equal to Dm_BranchPowerful (k=1.00
INFO:root:Dm_ExplainEar is equal to Dm_CloverSubdued (k=1.00
INFO:root:Dm_ZipWhisper is equal to Dm_BasketMessy (k=1.00
INFO:root:Dm_BrightThrill is equal to Dm_HuskyFierce (k=1.00
INFO:root:Dm_AnalyzeRecognise is equal to Dm_TeenyPenitent (k=1.00
INFO:root:Dm_GreedyBashful is equal to Dm_BeliefMatch (k=1.00
INFO:root:Dm_UnarmedSerious is equal to Dm_HilariousFork (k=1.00
INFO:root:Dm_StripedNaughty is equal to Dm_ShameSprout (k=1.00
INFO:root:Dm_WanderFlock is equal to Dm_ColorfulEnergetic (k=1.00
INFO:root:Dm_RealShop is equal to Dm_AnalyzeHeat (k=1.00
INFO:root:Dm_SeriousSmooth is equal to Dm_CommonCrook (k=1.00
INFO:root:Dm_WhistleStormy is equal to Dm_HumorSuit (k=1.00
INFO:root:Dm_TediousJog is equal to Dm_DisturbedTrip (k=1.00
INFO:root:Dm_LyricalHuge is equal to Dm_SuperBaseball (k=1.00
INFO:root:Dm_DeserveVerdant is equal to Dm_RepulsiveCondition (k=1.00
INFO:root:Dm_HangingTightfisted is equal to Dm_ChangeableAdhesive (k=1.00
INFO:root:Dm_LudicrousObeisant is equal to Dm_SuperWeight (k=1.00
INFO:root:Dm_BladeLock is equal to Dm_PriceStiff (k=1.00
INFO:root:Dm_VerdantAdvertisement is equal to Dm_LimitExplain (k=1.00
INFO:root:Dm_LudicrousMitten is equal to Dm_WailWren (k=1.00
INFO:root:Dm_DisturbedRuddy is equal to Dm_LegsYam (k=1.00
INFO:root:Dm_DisappearDraconian is equal to Dm_WretchedRedundant (k=1.00
INFO:root:Dm_CherryWeight is equal to Dm_SnakesFarm (k=1.00
INFO:root:Dm_OilFill is equal to Dm_IcyQueue (k=1.00
INFO:root:Dm_GrotesqueBear is equal to Dm_InexpensiveDinner (k=1.00
INFO:root:Dm_BeginnerExplain is equal to Dm_PoisonRequest (k=1.00
INFO:root:Dm_DeadpanStrengthen is equal to Dm_WhipFascinated (k=1.00
INFO:root:Dm_SpottedTasty is equal to Dm_SubduedKotsky (k=1.00
INFO:root:Dm_TrailPass is equal to Dm_ShelfApathetic (k=1.00
INFO:root:Dm_NarrowOranges is equal to Dm_NoiselessWretched (k=1.00
INFO:root:Dm_CapriciousShake is equal to Dm_ScaleKneel (k=1.00
INFO:root:Dm_SpyHusky is equal to Dm_UtopianStrengthen (k=1.00
INFO:root:Dm_ScaredWet is equal to Dm_PlantsUnwritten (k=1.00
INFO:root:Dm_ConditionPrecious is equal to Dm_IcyAblaze (k=1.00
INFO:root:Dm_RightMarked is equal to Dm_KotskyCareful (k=1.00
INFO:root:Dm_CollectClammy is equal to Dm_HarmonyAd (k=1.00
INFO:root:Dm_SpacePinus is equal to Dm_AdviseOatmeal (k=1.00
INFO:root:Dm_StomachPail is equal to Dm_DrownBasin (k=1.00
INFO:root:Dm_FranticBoundary is equal to Dm_WhipUnit (k=1.00
INFO:root:Dm_LateScrew is equal to Dm_CardSuccessful (k=1.00
INFO:root:Dm_AgonizingStem is equal to Dm_HalfGlamorous (k=1.00
INFO:root:Dm_InviteWoman is equal to Dm_ThrillKnife (k=1.00
INFO:root:Dm_CompetitionAdjustment is equal to Dm_StrengthenDebt (k=1.00
INFO:root:Dm_SeriousConcentrate is equal to Dm_WomanStupid (k=1.00
INFO:root:Dm_BootBoundless is equal to Dm_PersonShade (k=1.00
INFO:root:Dm_EarHusky is equal to Dm_SlowBathe (k=1.00
INFO:root:Dm_BackLock is equal to Dm_BalvankaShoe (k=1.00
INFO:root:Dm_AdventurousZip is equal to Dm_LookAwake (k=1.00
INFO:root:Dm_BashfulHarbor is equal to Dm_LockMend (k=1.00
INFO:root:Dm_EarthquakeLetter is equal to Dm_HydrantClass (k=1.00
INFO:root:Dm_ZincChickens is equal to Dm_SubduedDislike (k=1.00
INFO:root:Dm_OnerousBag is equal to Dm_HangingToothpaste (k=1.00
INFO:root:Dm_FlockCracker is equal to Dm_AgonizingMachine (k=1.00
INFO:root:Dm_AjarSqueal is equal to Dm_KnowledgeWindy (k=1.00
INFO:root:Dm_HydrantAir is equal to Dm_SoundSon (k=1.00
INFO:root:Dm_PartySplendid is equal to Dm_DrownFill (k=1.00
INFO:root:Dm_EarGrin is equal to Dm_PaintWrathful (k=1.00
INFO:root:Dm_LudicrousFierce is equal to Dm_ComplexBalance (k=1.00
INFO:root:Dm_AttractiveHysterical is equal to Dm_ZincJuice (k=1.00
INFO:root:Dm_UniqueFascinated is equal to Dm_QuackClub (k=1.00
INFO:root:Dm_SweaterAunt is equal to Dm_FourBeautiful (k=1.00
INFO:root:Dm_PinusKneel is equal to Dm_ManyWindy (k=1.00
INFO:root:Dm_EfficientCracker is equal to Dm_TrapBake (k=1.00
INFO:root:Dm_TowTightfisted is equal to Dm_GirlKittens (k=1.00
INFO:root:Dm_BeadSugar is equal to Dm_LargeSubdued (k=1.00
INFO:root:Dm_RightHorn is equal to Dm_MouseDoctor (k=1.00
INFO:root:Dm_OrangesRambunctious is equal to Dm_RedundantEdge (k=1.00
INFO:root:Dm_VolcanoAngle is equal to Dm_LampStriped (k=1.00
INFO:root:Dm_PunctureAd is equal to Dm_SlimSpotted (k=1.00
INFO:root:Dm_YellBetter is equal to Dm_StrengthenPhone (k=1.00
INFO:root:Dm_WailShame is equal to Dm_ExoticScintillating (k=1.00
INFO:root:Dm_SleepyStale is equal to Dm_FierceSteer (k=1.00
INFO:root:Dm_InstructSuit is equal to Dm_LoafDivision (k=1.00
INFO:root:Dm_GrateEasy is equal to Dm_StomachScissors (k=1.00
INFO:root:Dm_BakeExpansion is equal to Dm_OrderLackadaisical (k=1.00
INFO:root:Dm_PrepareMountain is equal to Dm_UnwrittenScale (k=1.00
INFO:root:Dm_TeachingBasket is equal to Dm_CollectDoor (k=1.00
INFO:root:Dm_EliteFemale is equal to Dm_RequestVagabond (k=1.00
INFO:root:Dm_WailFree is equal to Dm_PaymentChilly (k=1.00
INFO:root:Dm_LockMean is equal to Dm_GruesomePig (k=1.00
INFO:root:Dm_LookAnnoying is equal to Dm_ColorAdjoining (k=1.00
INFO:root:Dm_TastelessKittens is equal to Dm_CalculateTreat (k=1.00
INFO:root:Dm_MendSound is equal to Dm_SmartLanguid (k=1.00
INFO:root:Dm_PlanFrail is equal to Dm_SkiFlow (k=1.00
INFO:root:Dm_IdentifyUnit is equal to Dm_FreeReach (k=1.00
INFO:root:Dm_RequestAutomatic is equal to Dm_TraceCompany (k=1.00
INFO:root:Dm_HuskyInterrupt is equal to Dm_PartyPlants (k=1.00
INFO:root:Dm_SlipEyes is equal to Dm_ComplexUnite (k=1.00
INFO:root:Dm_UnequaledUninterested is equal to Dm_ShockSleep (k=1.00
INFO:root:Dm_BlushHose is equal to Dm_GreedyExotic (k=1.00
INFO:root:Dm_SighJuice is equal to Dm_RayReach (k=1.00
INFO:root:Dm_InstructShoe is equal to Dm_CheckAdmire (k=1.00
INFO:root:Dm_ScaredSummer is equal to Dm_IgnorantReject (k=1.00
INFO:root:Dm_VagabondAccurate is equal to Dm_HatefulDefective (k=1.00
INFO:root:Dm_SaltCurved is equal to Dm_PleaseBake (k=1.00
INFO:root:Dm_KeyHilarious is equal to Dm_OatmealWaiting (k=1.00
INFO:root:Dm_RambunctiousVeil is equal to Dm_VivaciousDisappear (k=1.00
INFO:root:Dm_AdhesiveUnit is equal to Dm_ZooKittens (k=1.00
INFO:root:Dm_CureHilarious is equal to Dm_TroubledPack (k=1.00
INFO:root:Dm_DiscussionDrown is equal to Dm_FamousAbject (k=1.00
INFO:root:Dm_SupplyOranges is equal to Dm_PassBirds (k=1.00
INFO:root:Dm_HystericalTrip is equal to Dm_ImpartialExpansion (k=1.00
INFO:root:Dm_DidacticGaping is equal to Dm_NutChicken (k=1.00
INFO:root:Dm_DeadpanSymptomatic is equal to Dm_MachineLocket (k=1.00
INFO:root:Dm_NeighborlyMatch is equal to Dm_RedundantSuccessful (k=1.00
INFO:root:Dm_BlushEarthquake is equal to Dm_GirlImportant (k=1.00
INFO:root:Dm_SeriousMountain is equal to Dm_ListMove (k=1.00
INFO:root:Dm_WaitCultured is equal to Dm_ScratchAnalyze (k=1.00
INFO:root:Dm_ActionAutomatic is equal to Dm_EarUnique (k=1.00
INFO:root:Dm_CurvedStatement is equal to Dm_OwnCure (k=1.00
INFO:root:Dm_CherrySpooky is equal to Dm_HatefulGlow (k=1.00
INFO:root:Dm_TendencyHistory is equal to Dm_BoastTow (k=1.00
INFO:root:Dm_SpuriousAfternoon is equal to Dm_NewMilky (k=1.00
INFO:root:Dm_EngineFlower is equal to Dm_SpoonProgram (k=1.00
INFO:root:Dm_CarefulRub is equal to Dm_FiveStupid (k=1.00
INFO:root:Dm_TrainsSpot is equal to Dm_BasketTumble (k=1.00
INFO:root:Dm_DeliverHusky is equal to Dm_TrembleBack (k=1.00
INFO:root:Dm_YellAdjoining is similar to Dm_ReminiscentMighty with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 15	15	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 6	6	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 13	13	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             441	441	0.08333333333333333
INFO:root:    xref_count              1030	1030	0.08333333333333333
INFO:root:    imports_clean           13	13	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['!', '!intStri+', '-', '-', 'Bool', 'BoolStri+', 'Even', 'Even', 'FuncStriBoolBoolStri+', 'FuncStriBoolStri+', 'Stri+', 'StriBool', 'StriBool=fBool=tStri="', 'StriFunc=nObje=n']	['!', '!intStri+', '-', '-', 'Bool', 'BoolStri+', 'Even', 'Even', 'FuncStriBoolBoolStri+', 'FuncStriBoolStri+', 'Stri+', 'StriBool', 'StriBool=fBool=tStri="', 'StriFunc=nObje=n']	0.08333333333333333
INFO:root:Dm_ShutPrepare is similar to Dm_SincereChop with k=0.99
INFO:root:    v_pub                   1	1	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   6	6	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  2	2	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             242	242	0.08333333333333333
INFO:root:    xref_count              4	4	0.08333333333333333
INFO:root:    imports_clean           4	4	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['!', '-', '-', '-', '-', '-', 'Even=n', 'int!']	['!', '-', '-', '-', '-', '-', 'Even=n', 'int!']	0.08333333333333333
INFO:root:Dm_YummyWoman is similar to Dm_StormyEvasive with k=0.99
INFO:root:    v_pub                   11	11	0.027777777777777776
INFO:root:    v_pub_s                 6	6	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   9	9	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 4	4	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             222	222	0.08333333333333333
INFO:root:    xref_count              43	43	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['!', '!', '!!*', '!*', '!=n!=n', '-', '-', '-', '-', '-', '-', '-', 'FuncFuncintint']	['!', '!', '!!*', '!*', '!=n!=n', '-', '-', '-', '-', '-', '-', '-', 'FuncFuncintint']	0.08333333333333333
INFO:root:Dm_QuirkyPear is similar to Dm_ToyMessy with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             31	31	0.08333333333333333
INFO:root:    xref_count              1	1	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['Arra']	['Arra']	0.08333333333333333
INFO:root:Dm_GeneralTremble is similar to Dm_BashfulBasin with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 1	1	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 3	3	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             45	45	0.08333333333333333
INFO:root:    xref_count              8	8	0.08333333333333333
INFO:root:    imports_clean           3	3	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['-', 'Stri', 'Stri', 'Stri']	['-', 'Stri', 'Stri', 'Stri']	0.08333333333333333
INFO:root:Dm_SatisfyInvent is similar to Dm_DebtSatisfy with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             14	14	0.08333333333333333
INFO:root:    xref_count              5	5	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['Stri']	['Stri']	0.08333333333333333
INFO:root:Dm_MetalLate is similar to Dm_HatefulIdea with k=0.99
INFO:root:    v_pub                   14	14	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 13	13	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   9	9	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  5	5	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             579	577	0.0804093567251462
INFO:root:    xref_count              1	1	0.08333333333333333
INFO:root:    imports_clean           4	4	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['!', '!', '!', '!intBoolint', '-', 'Bool', 'Bool', 'int', 'int', 'int', 'int', 'intBool', 'intBoolint', 'intint']	['!', '!', '!', '!intBoolint', '-', 'Bool', 'Bool', 'int', 'int', 'int', 'int', 'intBool', 'intBoolint', 'intint']	0.08333333333333333
INFO:root:Dm_PleaseOrdinary is similar to Dm_CribWait with k=0.98
INFO:root:    v_pub                   6	6	0.027777777777777776
INFO:root:    v_pub_s                 4	4	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 2	2	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   4	4	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
