INFO:root:Dm_TraceVivacious is equal to Dm_CollectDoor (k=1.00
INFO:root:Dm_CloisteredBelief is equal to Dm_AmuseNotebook (k=1.00
INFO:root:Dm_UninterestedTiresome is equal to Dm_SwankyAunt (k=1.00
INFO:root:Dm_SlipCute is equal to Dm_ManageShocking (k=1.00
INFO:root:Dm_BumpJuggle is equal to Dm_DoubleSerious (k=1.00
INFO:root:Dm_PersonClover is equal to Dm_InexpensiveDinner (k=1.00
INFO:root:Dm_HydrantVulgar is equal to Dm_RepulsiveCondition (k=1.00
INFO:root:Dm_SleepyBrush is equal to Dm_LaborerJoyous (k=1.00
INFO:root:Dm_RealizeFemale is equal to Dm_ThrillKnife (k=1.00
INFO:root:Dm_SofaPrivate is equal to Dm_HangingToothpaste (k=1.00
INFO:root:Dm_RobinShade is equal to Dm_BasketTumble (k=1.00
INFO:root:Dm_FamousInterrupt is equal to Dm_ComplexBalance (k=1.00
INFO:root:Dm_TrembleCry is equal to Dm_KotskyBalance (k=1.00
INFO:root:Dm_SeriousInstruct is equal to Dm_SoundSon (k=1.00
INFO:root:Dm_AdhesiveMilky is equal to Dm_ImpartialLate (k=1.00
INFO:root:Dm_CloverTouch is equal to Dm_TroubledPack (k=1.00
INFO:root:Dm_CuteWork is equal to Dm_PersonShade (k=1.00
INFO:root:Dm_BeginnerAddition is equal to Dm_ReactionShoe (k=1.00
INFO:root:Dm_QueueCrowded is equal to Dm_RomanticInnate1 (k=1.00
INFO:root:Dm_AbaftTrousers is equal to Dm_PurposeAdaptable (k=1.00
INFO:root:Dm_AdviceTow is equal to Dm_NewMilky (k=1.00
INFO:root:Dm_SuccessfulAlanson is equal to Dm_WaitingMomentous (k=1.00
INFO:root:Dm_BuryDislike is equal to Dm_RealizeNoxious (k=1.00
INFO:root:Dm_CalculatorJelly is equal to Dm_CheckAdmire (k=1.00
INFO:root:Dm_StripedPenitent is equal to Dm_BurnNotebook (k=1.00
INFO:root:Dm_WealthyStormy is equal to Dm_ShelfApathetic (k=1.00
INFO:root:Dm_RejectPaint is equal to Dm_WiseCold (k=1.00
INFO:root:Dm_CartInquisitive is equal to Dm_TouchPenitent (k=1.00
INFO:root:Dm_SlowFascinated is equal to Dm_NoisySecret (k=1.00
INFO:root:Dm_TrailVivacious is equal to Dm_PoisonRequest (k=1.00
INFO:root:Dm_BumpMighty is equal to Dm_AwakeTrap (k=1.00
INFO:root:Dm_DistroSlip is equal to Dm_AfternoonPowerful (k=1.00
INFO:root:Dm_PhoneBike is equal to Dm_FamousAbject (k=1.00
INFO:root:Dm_MeanShocking is equal to Dm_DrownFill (k=1.00
INFO:root:Dm_TumbleWise is equal to Dm_ZooKittens (k=1.00
INFO:root:Dm_LipToys is equal to Dm_DivisionRecord (k=1.00
INFO:root:Dm_JoyousWarlike is equal to Dm_ColorfulEnergetic (k=1.00
INFO:root:Dm_SnakesBranch is equal to Dm_QuackJar (k=1.00
INFO:root:Dm_MightySweater is equal to Dm_ImportantCute (k=1.00
INFO:root:Dm_BlushCrib is equal to Dm_AlertEasy (k=1.00
INFO:root:Dm_SoupFunny is equal to Dm_CrownSeed (k=1.00
INFO:root:Dm_ChangeableOwn is equal to Dm_BehaviorUninterested (k=1.00
INFO:root:Dm_ChillyWandering is equal to Dm_GruesomePig (k=1.00
INFO:root:Dm_OppositeQuack is equal to Dm_ChangeableAdhesive (k=1.00
INFO:root:Dm_CountToothpaste is equal to Dm_RequestVagabond (k=1.00
INFO:root:Dm_DoorSpotless is equal to Dm_IncreaseCoal (k=1.00
INFO:root:Dm_CanVerdant is equal to Dm_SnakesFarm (k=1.00
INFO:root:Dm_RabbitDeadpan is equal to Dm_WeightContain (k=1.00
INFO:root:Dm_BurnRight is equal to Dm_KotskyCareful (k=1.00
INFO:root:Dm_PrivateBump is equal to Dm_AccurateTrip (k=1.00
INFO:root:Dm_WindyOil is equal to Dm_MouseDoctor (k=1.00
INFO:root:Dm_DistroParty is equal to Dm_LargeSubdued (k=1.00
INFO:root:Dm_CartShock is equal to Dm_StiffRecord (k=1.00
INFO:root:Dm_DelicatePuncture is equal to Dm_AdviseOatmeal (k=1.00
INFO:root:Dm_SmartLaughable is equal to Dm_PorterInstruct (k=1.00
INFO:root:Dm_ExplodeShoe is equal to Dm_BasketMessy (k=1.00
INFO:root:Dm_EntertainingReach is equal to Dm_ScrawnyStiff (k=1.00
INFO:root:Dm_ThoughtlessTrap is equal to Dm_UnwrittenScale (k=1.00
INFO:root:Dm_LieNervous is equal to Dm_ShameStatement (k=1.00
INFO:root:Dm_MouseUnequal is equal to Dm_StrengthenPhone (k=1.00
INFO:root:Dm_SquareCollect is equal to Dm_CheckWandering (k=1.00
INFO:root:Dm_BrassOrder is equal to Dm_GrandfatherRiver (k=1.00
INFO:root:Dm_CrookedCry is equal to Dm_ConfusedRecognise (k=1.00
INFO:root:Dm_BashfulSteer is equal to Dm_ShadeShop (k=1.00
INFO:root:Dm_ConcentrateToe is equal to Dm_FitCelery (k=1.00
INFO:root:Dm_TrailDivergent is equal to Dm_BreatheKindhearted (k=1.00
INFO:root:Dm_BeautifulStale is equal to Dm_PanoramicWing (k=1.00
INFO:root:Dm_NutAmuse is equal to Dm_SpoonProgram (k=1.00
INFO:root:Dm_StoreCalculate is equal to Dm_CommonCrook (k=1.00
INFO:root:Dm_DescribeTow is equal to Dm_BumpPoised (k=1.00
INFO:root:Dm_PoisedScrawny is equal to Dm_GirlImportant (k=1.00
INFO:root:Dm_SnakesPicture is equal to Dm_EarUnique (k=1.00
INFO:root:Dm_HarmonyPear is equal to Dm_RailwayWail (k=1.00
INFO:root:Dm_JarCute is equal to Dm_KnotSystem (k=1.00
INFO:root:Dm_BootInquisitive is equal to Dm_LunasoleSuper (k=1.00
INFO:root:Dm_WipeShade is equal to Dm_TraceCompany (k=1.00
INFO:root:Dm_LimitChop is equal to Dm_GirlKittens (k=1.00
INFO:root:Dm_YummyInvite is equal to Dm_MessySound (k=1.00
INFO:root:Dm_InterruptBehavior is equal to Dm_PassBirds (k=1.00
INFO:root:Dm_AdventurousFragile is equal to Dm_CloverSubdued (k=1.00
INFO:root:Dm_SubduedContain is equal to Dm_SootheGround (k=1.00
INFO:root:Dm_CulturedFearful is equal to Dm_FourBeautiful (k=1.00
INFO:root:Dm_CurvedCactus is equal to Dm_TraceChivalrous (k=1.00
INFO:root:Dm_TediousLabel is equal to Dm_NutChicken (k=1.00
INFO:root:Dm_PlantsShock is equal to Dm_BeliefMatch (k=1.00
INFO:root:Dm_GamyBalvanka is equal to Dm_UnwrittenMarked (k=1.00
INFO:root:Dm_RareCrown is equal to Dm_DisturbedTrip (k=1.00
INFO:root:Dm_ClubVague is equal to Dm_TransportSprout (k=1.00
INFO:root:Dm_ShopDescribe is equal to Dm_SuperWeight (k=1.00
INFO:root:Dm_FunnyNarrow is equal to Dm_HuskyFierce (k=1.00
INFO:root:Dm_PlanTart is equal to Dm_FaithfulCoal (k=1.00
INFO:root:Dm_MessyBelief is equal to Dm_CherryCrash (k=1.00
INFO:root:Dm_ScrawnyPhone is equal to Dm_LimitExplain (k=1.00
INFO:root:Dm_BasinAngle is equal to Dm_ImpartialExpansion (k=1.00
INFO:root:Dm_ConcentratePrecious is equal to Dm_SockHateful (k=1.00
INFO:root:Dm_ShortReal is equal to Dm_SlowBathe (k=1.00
INFO:root:Dm_TraceSpot is equal to Dm_LegsYam (k=1.00
INFO:root:Dm_LettersBike is equal to Dm_GreedyExotic (k=1.00
INFO:root:Dm_RareColossal is equal to Dm_BaseballBrush (k=1.00
INFO:root:Dm_TendencyBabies is equal to Dm_IcyQueue (k=1.00
INFO:root:Dm_ApatheticSound is equal to Dm_ShockSleep (k=1.00
INFO:root:Dm_LimitMean is equal to Dm_HatefulDefective (k=1.00
INFO:root:Dm_SleepOil is equal to Dm_FaithfulLarge (k=1.00
INFO:root:Dm_GateMarked is equal to Dm_HalfGlamorous (k=1.00
INFO:root:Dm_PipkaWindy is equal to Dm_FiveStupid (k=1.00
INFO:root:Dm_TroubledSick is equal to Dm_JuiceDeliver (k=1.00
INFO:root:Dm_VoiceClover is equal to Dm_WailWren (k=1.00
INFO:root:Dm_SofaBlot is equal to Dm_BalvankaShoe (k=1.00
INFO:root:Dm_ReactionAlluring is equal to Dm_ListMove (k=1.00
INFO:root:Dm_TediousSymptomatic is equal to Dm_MilkyTrains (k=1.00
INFO:root:Dm_ScissorsDoctor is equal to Dm_ScratchAnalyze (k=1.00
INFO:root:Dm_AbaftBlot is equal to Dm_WretchedRedundant (k=1.00
INFO:root:Dm_InconclusiveUtopian is equal to Dm_UtopianStrengthen (k=1.00
INFO:root:Dm_AbjectCart is equal to Dm_PartyPlants (k=1.00
INFO:root:Dm_StayFlock is equal to Dm_EngineLight (k=1.00
INFO:root:Dm_SaveCrash is equal to Dm_HydrantClass (k=1.00
INFO:root:Dm_SpyScared is equal to Dm_ShameSprout (k=1.00
INFO:root:Dm_MilkyBump is equal to Dm_HumorSuit (k=1.00
INFO:root:Dm_ProudChop is equal to Dm_DrownIncrease (k=1.00
INFO:root:Dm_CountDistro is equal to Dm_SubduedKotsky (k=1.00
INFO:root:Dm_ListGovernment is equal to Dm_ManyWindy (k=1.00
INFO:root:Dm_DescribeAdhesive is equal to Dm_OrderLackadaisical (k=1.00
INFO:root:Dm_InexpensiveSpoil is equal to Dm_ZooFemale (k=1.00
INFO:root:Dm_EdgeChilly is equal to Dm_ScaleKneel (k=1.00
INFO:root:Dm_IcyFarm is equal to Dm_NoiselessWretched (k=1.00
INFO:root:Dm_AbortiveInstinctive is equal to Dm_BoastTow (k=1.00
INFO:root:Dm_FeebleLackadaisical is equal to Dm_LampStriped (k=1.00
INFO:root:Dm_HoseAbortive is equal to Dm_HarmonyAd (k=1.00
INFO:root:Dm_ChangeableSmooth is equal to Dm_ChickensToy (k=1.00
INFO:root:Dm_ExplainKneel is equal to Dm_NutAdjoining (k=1.00
INFO:root:Dm_BackCalculator is equal to Dm_WomanStupid (k=1.00
INFO:root:Dm_AdjoiningNear is equal to Dm_ComplexUnite (k=1.00
INFO:root:Dm_AccurateImportant is equal to Dm_StrengthenDebt (k=1.00
INFO:root:Dm_BackUnit is equal to Dm_RambunctiousCute (k=1.00
INFO:root:Dm_BaseballReaction is equal to Dm_PlantsUnwritten (k=1.00
INFO:root:Dm_HocCoal is equal to Dm_FierceSteer (k=1.00
INFO:root:Dm_MightyPail is equal to Dm_LightGrate (k=1.00
INFO:root:Dm_DailyAnnoy is equal to Dm_ZincJuice (k=1.00
INFO:root:Dm_SaltNeighborly is equal to Dm_DecayPat (k=1.00
INFO:root:Dm_CommonSystem is equal to Dm_PriceStiff (k=1.00
INFO:root:Dm_SeparateAdvice is equal to Dm_LookAwake (k=1.00
INFO:root:Dm_SparkleCold is equal to Dm_LockMend (k=1.00
INFO:root:Dm_TouchBashful is equal to Dm_TrapBake (k=1.00
INFO:root:Dm_DockDoor is equal to Dm_IgnorantReject (k=1.00
INFO:root:Dm_SpikyMitten is equal to Dm_CryBird (k=1.00
INFO:root:Dm_TangyRealize is equal to Dm_RedundantSuccessful (k=1.00
INFO:root:Dm_RomanticResolute is equal to Dm_TrembleBack (k=1.00
INFO:root:Dm_JogHoc is equal to Dm_WhipUnit (k=1.00
INFO:root:Dm_CommonSand is equal to Dm_HatefulGlow (k=1.00
INFO:root:Dm_UninterestedAnnoy is equal to Dm_SubduedDislike (k=1.00
INFO:root:Dm_AdhesivePainstaking is equal to Dm_SuperBaseball (k=1.00
INFO:root:Dm_BlotAccurate is equal to Dm_FreeReach (k=1.00
INFO:root:Dm_BladeImpartial is equal to Dm_RedundantEdge (k=1.00
INFO:root:Dm_KotskyAdjustment is equal to Dm_PaintWrathful (k=1.00
INFO:root:Dm_EnergeticChicken is equal to Dm_WhipFascinated (k=1.00
INFO:root:Dm_RequestJog is equal to Dm_PaymentChilly (k=1.00
INFO:root:Dm_ColorfulUninterested is equal to Dm_LoafDivision (k=1.00
INFO:root:Dm_ButterPrickly is equal to Dm_ClassTrousers (k=1.00
INFO:root:Dm_JellyNew is equal to Dm_StripedYummy (k=1.00
INFO:root:Dm_CulturedPrivate is equal to Dm_ColorAdjoining (k=1.00
INFO:root:Dm_InstructWait is equal to Dm_RayReach (k=1.00
INFO:root:Dm_AblazePhone is equal to Dm_SkiFlow (k=1.00
INFO:root:Dm_PreciousRecognise is equal to Dm_CalculateTreat (k=1.00
INFO:root:Dm_RiverKotsky is equal to Dm_SistersCracker (k=1.00
INFO:root:Dm_TabooAdhesive is equal to Dm_TeenyPenitent (k=1.00
INFO:root:Dm_InexpensiveInnate is equal to Dm_VivaciousDisappear (k=1.00
INFO:root:Dm_TightfistedJog is equal to Dm_KnowledgeWindy (k=1.00
INFO:root:Dm_HandNoxious is equal to Dm_EasyCalculator (k=1.00
INFO:root:Dm_BlushBathe is equal to Dm_SlimSpotted (k=1.00
INFO:root:Dm_RubPoison is equal to Dm_OatmealWaiting (k=1.00
INFO:root:Dm_SeedTart is equal to Dm_IcyAblaze (k=1.00
INFO:root:Dm_LookCrook is equal to Dm_MarkedToe (k=1.00
INFO:root:Dm_HocEntertaining is equal to Dm_SmartLanguid (k=1.00
INFO:root:Dm_SleepyBike is equal to Dm_StomachScissors (k=1.00
INFO:root:Dm_TumbleLocket is equal to Dm_HilariousFork (k=1.00
INFO:root:Dm_OrdinarySpiky is equal to Dm_CardSuccessful (k=1.00
INFO:root:Dm_SoundStupid is equal to Dm_PleaseBake (k=1.00
WARNING:root:Found new class Dm_WashSupply
INFO:root:Dm_LaborerAbaft is similar to Dm_GroundPossess with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             13	13	0.08333333333333333
INFO:root:    xref_count              1	1	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['Numb']	['Numb']	0.08333333333333333
INFO:root:Dm_BeadHistorical is similar to Dm_PunctureColor with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             12	12	0.08333333333333333
INFO:root:    xref_count              1	1	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['-']	['-']	0.08333333333333333
WARNING:root:Found new class Dm_EarRobin
INFO:root:Dm_PossessPat is similar to Dm_PleasePoison with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 7	7	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             26	26	0.08333333333333333
INFO:root:    xref_count              216	216	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['-']	['-']	0.08333333333333333
INFO:root:Dm_WaitingRay is similar to Dm_JaggedTasty with k=0.99
INFO:root:    v_pub                   10	10	0.027777777777777776
INFO:root:    v_pub_s                 1	1	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 3	3	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   3	3	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 1	1	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             65	65	0.08333333333333333
INFO:root:    xref_count              31	31	0.08333333333333333
INFO:root:    imports_clean           1	1	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['Bool=f', 'Bool=fBool=f', 'int', 'intintintBoolBoolBoolBool']	['Bool=f', 'Bool=fBool=f', 'int', 'intintintBoolBoolBoolBool']	0.08333333333333333
INFO:root:Dm_KittensPurpose is similar to Dm_ShortCherry with k=0.99
INFO:root:    v_pub                   3	3	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   3	3	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             29	29	0.08333333333333333
INFO:root:    xref_count              2	2	0.08333333333333333
INFO:root:    imports_clean           0	0	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['!', '-', 'intObje']	['!', '-', 'intObje']	0.08333333333333333
INFO:root:Dm_LoafRetire is similar to Dm_AgreeableBrush with k=0.99
INFO:root:    v_pub                   2	2	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 0	0	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             27	27	0.08333333333333333
INFO:root:    xref_count              2	2	0.08333333333333333
INFO:root:    imports_clean           1	1	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['Byte']	['Byte']	0.08333333333333333
INFO:root:Dm_CollectAdjustment is similar to Dm_StrengthenBack with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 0	0	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 0	0	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   2	2	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 1	1	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             61	61	0.08333333333333333
INFO:root:    xref_count              1	1	0.08333333333333333
INFO:root:    imports_clean           2	2	0.05555555555555555
INFO:root:    imports_mangled         0	0	0.05555555555555555
INFO:root:    demangled_identifiers   []	['']	0.04444444444444444
INFO:root:    func_arguments          ['Byte', 'Byte', 'Stri']	['Byte', 'Byte', 'Stri']	0.08333333333333333
INFO:root:Dm_IgnorantAdventurous is similar to Dm_WashFree with k=0.99
INFO:root:    v_pub                   0	0	0.027777777777777776
INFO:root:    v_pub_s                 6	6	0.027777777777777776
INFO:root:    v_priv                  0	0	0.027777777777777776
INFO:root:    v_priv_s                0	0	0.027777777777777776
INFO:root:    c_pub                   0	0	0.027777777777777776
INFO:root:    c_pub_s                 4	4	0.027777777777777776
INFO:root:    c_priv                  0	0	0.027777777777777776
INFO:root:    c_priv_s                0	0	0.027777777777777776
INFO:root:    f_pub                   1	1	0.027777777777777776
INFO:root:    f_pubg                  0	0	0.027777777777777776
INFO:root:    f_pubs                  0	0	0.027777777777777776
INFO:root:    f_opub                  0	0	0.027777777777777776
INFO:root:    f_opubg                 0	0	0.027777777777777776
INFO:root:    f_opubs                 0	0	0.027777777777777776
INFO:root:    f_pub_s                 11	11	0.027777777777777776
INFO:root:    f_pubg_s                0	0	0.027777777777777776
INFO:root:    f_pubs_s                0	0	0.027777777777777776
INFO:root:    f_priv                  0	0	0.027777777777777776
INFO:root:    f_privg                 0	0	0.027777777777777776
INFO:root:    f_privs                 0	0	0.027777777777777776
INFO:root:    f_priv_s                0	0	0.027777777777777776
INFO:root:    lines_count             133	133	0.08333333333333333
INFO:root:    xref_count              32	32	0.08333333333333333
